index_pairs,description_pairs,cosine_similarity_score
"(274, 140)","('torrentshel pant theyr lightweight waterproof breathabl new torrentshel pant keep sing rain thunderstorm boom simpl pullon style elast drawcord waistband articul knee three zipper pocket two handwarm one back hip zipper lower leg adjust hookandloop cuff pant stuff back pocket carabin clipin loop detail layer fabric waterproofbreath hno barrier delug dwr durabl water repel finish elastic selffabr waistband intern drawcord pull easi use pocket secur zipper handwarm secur zipper back pocket dwrtreat zipper storm flap articul knee adjust selffabr hookandloop closur ankl flap dwrtreat zipper knee pant stow back pocket fabric layer oz denier nylon ripstop waterproofbreath hno barrier delug dwr finish weight g oz made china', 'torrentshel pant theyr lightweight waterproof breathabl new torrentshel pant keep sing rain thunderstorm boom simpl pullon style elast drawcord waistband articul knee three zipper pocket two handwarm one back hip zipper lower leg adjust hookandloop cuff pant stuff back pocket carabin clipin loop detail layer fabric waterproofbreath hno barrier delug dwr durabl water repel finish elastic selffabr waistband intern drawcord pull easi use pocket secur zipper handwarm secur zipper back dwrtreat zipper storm flap articul knee adjust selffabr hookandloop closur ankl flap dwrtreat zipper knee pant stow back pocket fabric layer oz denier nylon ripstop waterproofbreath hno barrier delug dwr finish weight g oz made china')",0.9999999999999999
"(280, 95)","('nine trail jkt nine trail jacket women whose idea entertain everyth lungbust mountain pass noth realiti tv show made lightweight windresist denier nylon treat delug dwr durabl water repel finish shed light rain except breathabl stretchwoven back underarm panel allrecycl polyest spandex vent excess heat highris tricotlin neck revis wrist improv elasticstyl cuff easili push drawcord hem seal chilli weather jacket stash intern chest pocket reflect heattransf logo front back keep visibl detail light slight transpar tough tripleripstop nylon soft shell torso arm shoulder breathabl recycl polyest stretchwoven fabric back underarm jacket delug dwr durabl water repel finish weather protect jacket stuff intern chest pocket improv fit lower sleev softshel fabric remov sleev easili push forearm drawcord hem keep wind reflect heattransf logo front back worn baselay light midlay fabric bodi oz denier nylon denier tripleripstop back underarm panel oz denier stretch woven allrecycl polyest spandex jacket delug dwr finish weight g oz made vietnam', 'nine trail jkt somewher bridger ridg run normal trailrunn barkley marathon insan find stride jacket made lightweight windresist denier nylon that treat delug dwr durabl water repel finish shed light rain except breathabl stretchwoven back underarm panel allrecycl polyest spandex vent excess heat highris tricotlin neck revis wrist improv elasticstyl cuff easili push drawcord hem seal chilli weather jacket stash intern chest pocket reflect heattransf logo front back keep visibl detail light slight transpar tough tripleripstop nylon soft shell torso arm shoulder breathabl recycl polyest stretchwoven fabric back underarm delug dwr durabl water repel finish weather protect jacket stuff intern chest pocket improv fit lower sleev softshel fabric remov sleev easili push forearm drawcord hem keep wind reflect heattransf logo front back worn baselay light midlay fabric bodi oz denier nylon denier tripleripstop yarn back underarm panel oz denier stretch woven allrecycl polyest spandex jacket delug dwr finish weight g oz made vietnam')",0.7364003022898571
"(281, 34)","('sweater vest imposs confus sweater vest found golf cours bingo parlor come pack ultratoasti fill trap heat alpin condit minimalist design practic float compact stuff meshlin intern pocket carabin clipin loop innov superlight polyest shell recycl provid wind water protect well high tearstrength quilt baffl stabil zipper handwarm pocket drawcord hem detail superlight windproof waterresist shell high tearstrength quilt construct stabil premium fillpow goos insul pocket zipper handwarm one intern zipper stretchmesh doubl stuff sack carabin clipin loop elast bind armhol drawcord hem fabric shell line oz denier allrecycl polyest delug dwr durabl water repel finish insul fillpow premium european goos weight g oz made china', 'sweater vest imposs confus sweater vest found golf cours bingo parlor come pack ultratoasti fill trap heat alpin condit minimalist design practic float compact stuff stretchmesh intern pocket carabin clipin loop innov superlight allrecycl polyest shell oz denier dwr durabl water repel finish provid wind water protect well high tearstrength quilt stabil zipper handwarm pocket drawcord hem detail superlight windproof waterresist shell high tearstrength quilt construct stabil premium fillpow european goos insul centerfront zipper extern pocket two zipper handwarm interior pocket one zipper stretchmesh doubl stuff sack carabin clipin loop elast bind armhol drawcord hem fabric shell line oz denier allrecycl polyest delug dwr durabl water repel finish insul fillpow premium european goos weight g oz made china')",0.9613465604187963
"(290, 218)","('print adour btm adour slight scoop lowris front line medium coverag back improv fabric blend made nylon spandex detail medium coverag line front slight scoop front low rise improv fabric fabric oz nylon spandex weight g oz made usa', 'solid adour btm adour featur scoop lowris front line medium coverag back improv fabric blend made nylon spandex detail medium coverag line front slight scoop front low rise improv fabric fabric oz nylon spandex weight g oz made usa')",0.9332765829741945
"(304, 187)","('intercontinent pant reg youll like flatter drape lightweight pant made stretchwoven blend nylon polyest fabric recov quick prolong sit dwr durabl water repel finish shed water extra versatil leg roll capri length fasten snap closur two front slant pocket one back secur pocket regular rise inseam size recycl common thread recycyl program detail mechan stretchwoven fabric dwr durabl water repel finish waistband belt loop zip fli button closur quartertop front pocket zipper welt back pocket forwardangl side seam leg fasten selffabr tab snap capri length regular rise inseam fabric oz nylon polyest dwr finish recycl common thread recycl program weight g oz made vietnam', 'intercontinent pant long youll like flatter drape lightweight pant made stretchwoven blend nylon polyest fabric recov quick prolong sit dwr durabl water repel finish shed water extra versatil leg roll capri length fasten snap closur two front slant pocket one back secur pocket regular rise inseam size recycl common thread recycyl program detail mechan stretchwoven fabric dwr durabl water repel finish waistband belt loop zip fli button closur quartertop front pocket zipper welt back pocket forwardangl side seam leg fasten selffabr tab snap capri length regular rise inseam fabric oz nylon polyest dwr finish recycl common thread recycl program weight g oz made vietnam')",0.9782413114077382
"(307, 4)","('alpin wind jkt high ridg steep ice anyth alpin jacket serv true best world stapl excel standalon shell blusteri rock climb coolweath trail run highoutput ski tour condit ice alpin climb function light insul windshirt approach well frictionless midlay time bundl tiein polyest ripstop shell delug dwr durabl water repel treatment shed snow block wind smooth light brush hang mesh liner wick moistur dri fast doesnt bind baselay superlight stretchwoven underarm panel enhanc breathabl allow unimpair arm motion two hand pocket close zipper drawcord hem elast cuff heattransf reflect logo regularcoil centerfront zipper dwr finish round featur updat season improv fit recycl common thread recycl program detail lightweight breathabl polyest ripstop fabric delug dwr durabl water repel finish slight brush polyestermesh liner wick moistur dri fast stretchwoven underarm panel provid breathabl stretch unimped rang motion centerfront zipper dwr finish elast cuff zipper handwarm pocket drawcord hem reflect heattransf logo fabric shell oz denier polyest ripstop panel oz denier allrecycl polyest spandex shell panel delug dwr durabl water repel finish line polyest brush tricot mesh recycl common thread recycl program weight g oz made china', 'alpin wind jkt high ridg steep ice anyth alpin jacket serv true best world stapl excel standalon shell blusteri rock climb coolweath trail run highoutput ski tour condit ice alpin climb function light insul windshirt approach well frictionless midlay time bundl tiein polyest ripstop shell delug dwr durabl water repel treatment shed snow block wind smooth light brush hang mesh liner wick moistur dri fast doesnt bind baselay superlight stretchwoven underarm panel enhanc breathabl allow unimpair arm motion two hand pocket close zipper drawcord hem elast cuff heattransf reflect logo regularcoil centerfront zipper dwr finish round featur updat season improv fit recycl common thread recycl program detail lightweight breathabl polyest ripstop fabric delug dwr durabl water repel finish slight brush polyestermesh liner wick moistur dri fast stretchwoven underarm panel provid breathabl stretch unimped rang motion dwr finish centerfront zipper elast cuff pocket exterior chest zipper handwarm drawcord hem reflect heattransf logo fabric shell oz denier polyest ripstop panel oz denier allrecycl polyest spandex shell panel delug dwr durabl water repel finish line polyest brush tricot mesh recycl common thread recycl program weight g oz made china')",0.9932182521608364
"(326, 273)","('torrentshel jkt tropic rain forest share least one thing patagonia ice cap wet weather trekk hike drench condit new torrentshel provid layer waterproofbreath protect that durabl lightweight without frill jacket stuff one two zipper handwarm pocket clipin loop hood fit snug helmet roll stow away lamin visor center zipper exterior interior storm flap pit zip ad ventil microfleecelin neck chin drawcord hem detail layer fabric waterproofbreath hno barrier delug dwr durabl water repel finish lamin visor wayadjust hood roll stow microfleecelin neck chin comfort enhanc protect barrier center zipper exterior interior storm flap keep water pit zip storm flap dwrtreat zipper wetweath protect selffabr hookandloop cuff closur handwarm pocket drawcord hem pack zipper selfstorag pocket fabric layer oz denier nylon ripstop waterproofbreath hno barrier delug dwr finish weight g oz made china', 'torrentshel jkt tropic rain forest share least one thing patagonia ice cap wet weather trekk hike drench condit new torrentshel provid layer waterproofbreath protect that durabl lightweight without frill jacket stuff one two zipper handwarm pocket clipin loop hood fit snug helmet roll stow away lamin visor center zipper exterior interior storm flap pit zip ad ventil microfleecelin neck chin drawcord hem detail layer fabric waterproofbreath hno barrier delug dwr durabl water repel finish lamin visor wayadjust hood roll stow microfleecelin neck chin comfort enhanc protect barrier center zipper exterior interior storm flap keep water pit zip storm flap dwrtreat zipper wetweath protect selffabr hookandloop cuff closur handwarm pocket drawcord hem pack zipper selfstorag pocket fabric layer oz denier nylon ripstop waterproofbreath hno barrier delug dwr finish weight g oz made china')",1.0
"(334, 72)","('live simpli guitar tshirt live life unplug lightweight tee made soft ringspun organ cotton fabric artwork geoff mcfetridg slightlyshap tee athlet classic boy fit featur tradit crew neck tape shoulder seam doubl stitch sleev hem provid durabl coverstitch sleev neck add clean finish recycl common thread recycl program detail ringspun yarn softer hand tape shoulder seam screenprint ink pvc phthalatefre fabric oz organ cotton recycl common thread recycl program weight g oz made usa', 'live simpli guitar tshirt live life unplug tee made soft ringspun organ cotton fabric artwork geoff mcfetridg tape shoulder seam doubl stitch sleev hem provid durabl coverstitch sleev neck add clean finish recycl common thread recycl program detail ringspun yarn softer hand tape shoulder seam screenprint ink pvc phthalatefre fabric oz organ cotton recycl common thread recycl program weight g oz made usa')",0.8771595552406161
"(349, 117)","('shop pant long home truck insid shop pant made garmentwash oz organ cotton canva that toolresist yet break easili shape waist jeansstyl pocket steel rivet doublefabr knee reinforc mud flap cuff inseam size regular short long recycl common thread recycl program detail made oz yearround weight organ cotton canva tough yet skinfriend feel waistband slight lower front fit mobil zip fli button closur pocket jean style patch pocket back doublefabr knee straight leg inseam length fabric oz organ cotton canva recycl common thread recycl program weight g oz made thailand', 'shop pant reg home truck insid shop pant made garmentwash oz organ cotton canva that toolresist yet break easili shape waist jeansstyl pocket steel rivet doublefabr knee reinforc mud flap cuff inseam size regular short long recycl common thread recycl program detail made oz yearround weight organ cotton canva tough yet skinfriend feel waistband slight lower front fit mobil zip fli button closur pocket jean style patch pocket back doublefabr knee straight leg inseam length fabric oz organ cotton canva recycl common thread recycl program weight g oz made thailand')",0.98529469870175
"(349, 118)","('shop pant long home truck insid shop pant made garmentwash oz organ cotton canva that toolresist yet break easili shape waist jeansstyl pocket steel rivet doublefabr knee reinforc mud flap cuff inseam size regular short long recycl common thread recycl program detail made oz yearround weight organ cotton canva tough yet skinfriend feel waistband slight lower front fit mobil zip fli button closur pocket jean style patch pocket back doublefabr knee straight leg inseam length fabric oz organ cotton canva recycl common thread recycl program weight g oz made thailand', 'shop pant short home truck insid shop pant made garmentwash oz organ cotton canva that toolresist yet break easili shape waist jeansstyl pocket steel rivet doublefabr knee reinforc mud flap cuff inseam size regular short long recycl common thread recycl program detail made oz yearround weight organ cotton canva tough yet skinfriend feel waistband slight lower front fit mobil zip fli button closur pocket jean style patch pocket back doublefabr knee straight leg inseam length fabric oz organ cotton canva recycl common thread recycl program weight g oz made thailand')",1.0000000000000002
"(350, 106)","('rain shadow pant light enough afterthought downpour rain shadow pant provid fulli seamseal waterproofbreath protect theyr made packabl lightweight tearresist layer nylon waterproofbreath hno barrier delug dwr durabl water repel finish insid rais pattern diffus channel moistur away skin aid hasslefre layer enhanc longterm durabl featur includ button zipflysepar waistband partial elast cleaner comfort finish anatom contour knee new fulli separ side zip snap closur ankl waist gripper elast cuff detail layer tearresist fabric waterproofbreath hno barrier delug dwr durabl water repel finish high engin interior surfac textur channel moistur away skin protect waterproof barrier abras slide easili layer updat cleanfinish separ waistband partial elastic zip fli fulli separ sidezip snap closur ankl waist articul knee elast cuff ankl fabric layer oz nylon waterproofbreath hno barrier delug dwr finish weight g oz made vietnam', 'rain shadow pant light enough afterthought downpour rain shadow pant provid fulli seamseal waterproofbreath protect theyr made packabl lightweight tearresist layer nylon waterproofbreath hno barrier delug dwr durabl water repel finish insid rais pattern diffus channel moistur away skin aid hasslefre layer enhanc longterm durabl featur includ button zipflysepar waistband partial elast cleaner comfort finishanatom contour knee new fulli separ side zip snap closur ankl waist gripper elast cuff detail layer tearresist fabric waterproofbreath hno barrier delug dwr durabl water repel finish high engin interior surfac textur channel moistur away skin protect waterproof barrier abras slide easili layer updat cleanfinish separ waistband partial elastic zip fli fulli separ sidezip snap closur ankl waist articul knee elast cuff ankl fabric layer oz nylon waterproofbreath hno barrier delug dwr finish weight g oz made vietnam')",0.9727453189775764
"(354, 152)","('watermast wader king blackberri barbwir basaltth fact ask lot wader import keep us dri sort abus new version watermast wader accomplish number front first proprietari waterproofbreath polyest microfib fabric packag hno hydrostorm barrier quantit punctur resist competit wet wet whether come insid use lighter breathabl fabric top tougher version final overlook innov intern suspens system make easier ever uhreliev without take jacket vest someth consid drive rainstorm add incred dri durabl lightweight pair wader word watermast field repair kit includ detail polyest microfib shell proprietari waterproofbreath hno hydrostorm barrier delug dwr durabl water repel finish insid zipper main pocket piggyback mesh pocket intern keytool loop flip quick access uniqu waistmount suspend allow easi convers chest waist height tpu post slot design front back suspend offer secur wade deep roll waist high comfort anatom curv knee modifi yjoint crotch insid leg seam posit away wear zone specif design left right leg booti builtin heavyweight reinforc fabric gravel guard abras resist scuff zone gripper elast gravel guard cuff conceal stainless steel lock boot hook secur cuff boot avoid line catch stretch wade belt quickreleas duraflex stealthv buckl provid smooth function easi adjust fit field repair kit includ fabric upper layer oz polyest microfib twill shell proprietari waterproof breathabl hno hydrostorm barrier delug dwr durabl water repel finish lower torso leg layer oz polyest microfib reinforc fabric proprietari hno hydrostorm barrier delug dwr finish gravel guard oz polyest microfib delug dwr finish booti mm neopren abrasionresist fabric sole weight g oz made china', 'watermast wader long blackberri barbwir basaltth fact ask lot wader import keep us dri sort abus new version watermast wader accomplish number front first proprietari waterproofbreath polyest microfib fabric packag hno hydrostorm barrier quantit punctur resist competit wet wet whether come insid use lighter breathabl fabric top tougher version final overlook innov intern suspens system make easier ever uhreliev without take jacket vest someth consid drive rainstorm add incred dri durabl lightweight pair wader word watermast field repair kit includ detail polyest microfib shell proprietari waterproofbreath hno hydrostorm barrier delug dwr durabl water repel finish insid zipper main pocket piggyback mesh pocket intern keytool loop flip quick access uniqu waistmount suspend allow easi convers chest waist height tpu post slot design front back suspend offer secur wade deep roll waist high comfort anatom curv knee modifi yjoint crotch insid leg seam posit away wear zone specif design left right leg booti builtin heavyweight reinforc fabric gravel guard abras resist scuff zone gripper elast gravel guard cuff conceal stainless steel lock boot hook secur cuff boot avoid line catch stretch wade belt quickreleas duraflex stealthv buckl provid smooth function easi adjust fit field repair kit includ fabric upper layer oz polyest microfib twill shell proprietari waterproof breathabl hno hydrostorm barrier delug dwr durabl water repel finish lower torso leg layer oz polyest microfib reinforc fabric proprietari hno hydrostorm barrier delug dwr finish gravel guard oz polyest microfib delug dwr finish booti mm neopren abrasionresist fabric sole weight g oz made china')",0.9924062304153507
"(354, 153)","('watermast wader king blackberri barbwir basaltth fact ask lot wader import keep us dri sort abus new version watermast wader accomplish number front first proprietari waterproofbreath polyest microfib fabric packag hno hydrostorm barrier quantit punctur resist competit wet wet whether come insid use lighter breathabl fabric top tougher version final overlook innov intern suspens system make easier ever uhreliev without take jacket vest someth consid drive rainstorm add incred dri durabl lightweight pair wader word watermast field repair kit includ detail polyest microfib shell proprietari waterproofbreath hno hydrostorm barrier delug dwr durabl water repel finish insid zipper main pocket piggyback mesh pocket intern keytool loop flip quick access uniqu waistmount suspend allow easi convers chest waist height tpu post slot design front back suspend offer secur wade deep roll waist high comfort anatom curv knee modifi yjoint crotch insid leg seam posit away wear zone specif design left right leg booti builtin heavyweight reinforc fabric gravel guard abras resist scuff zone gripper elast gravel guard cuff conceal stainless steel lock boot hook secur cuff boot avoid line catch stretch wade belt quickreleas duraflex stealthv buckl provid smooth function easi adjust fit field repair kit includ fabric upper layer oz polyest microfib twill shell proprietari waterproof breathabl hno hydrostorm barrier delug dwr durabl water repel finish lower torso leg layer oz polyest microfib reinforc fabric proprietari hno hydrostorm barrier delug dwr finish gravel guard oz polyest microfib delug dwr finish booti mm neopren abrasionresist fabric sole weight g oz made china', 'watermast wader short blackberri barbwir basaltth fact ask lot wader import keep us dri sort abus new version watermast wader accomplish number front first proprietari waterproofbreath polyest microfib fabric packag hno hydrostorm barrier quantit punctur resist competit wet wet whether come insid use lighter breathabl fabric top tougher version final overlook innov intern suspens system make easier ever uhreliev without take jacket vest someth consid drive rainstorm add incred dri durabl lightweight pair wader word watermast field repair kit includ detail polyest microfib shell proprietari waterproofbreath hno hydrostorm barrier delug dwr durabl water repel finish insid zipper main pocket piggyback mesh pocket intern keytool loop flip quick access uniqu waistmount suspend allow easi convers chest waist height tpu post slot design front back suspend offer secur wade deep roll waist high comfort anatom curv knee modifi yjoint crotch insid leg seam posit away wear zone specif design left right leg booti builtin heavyweight reinforc fabric gravel guard abras resist scuff zone gripper elast gravel guard cuff conceal stainless steel lock boot hook secur cuff boot avoid line catch stretch wade belt quickreleas duraflex stealthv buckl provid smooth function easi adjust fit field repair kit includ fabric upper layer oz polyest microfib twill shell proprietari waterproof breathabl hno hydrostorm barrier delug dwr durabl water repel finish lower torso leg layer oz polyest microfib reinforc fabric proprietari hno hydrostorm barrier delug dwr finish gravel guard oz polyest microfib delug dwr finish booti mm neopren abrasionresist fabric sole weight g oz made china')",0.9928586423357357
"(359, 358)","('cap tshirt like sweet breez long run hot day capilen featur open knit invit airflow keep cool provid excel wick except breathabl keep dri also insul enough chilli day winter hasnt quit releas grip fastestdri perform baselay fabric feminin neck elbowlength sleev stay put raglanstyl sleev flatrib underarm panel merg way strap elimin chafe made oz polyest recycl gladiodor natur odor control garment recycl common thread recycl program detail fabric open knit invit airflow provid excel wick endur activ warm moder temperatur fastestdri capilen fabric insul enough use chilli day worn beneath layer selffabr necklin soft skin raglan sleev underarm panel merg way pack strap longer sleev hit elbow provid protect flatter fit flatrib panelpiec arm side except breathabl fast dri elimin armpit seam chafe fabric oz polyest recycl gladiodor natur odor control garment recycl common thread recycl program weight g oz made mexico', 'cap cap sleev fastestdri perform baselay fabric capilen open knit invit airflow keep cool provid excel wick except breathabl keep dri also insul enough chilli day winter hasnt quit releas grip minimalist tech top featur feminin vneck selffabr necklin easymov underarm panel provid shape raglanstyl sleev stay way pack strap elimin chafe made oz polyest recycl gladiodor natur odor control garment recycl common thread recycl program detail capilen fabric open knit invit airflow provid excel wick endur activ warm moder temperatur fastestdri capilen fabric insul enough use chilli day worn beneath layer vneck help ventil selffabr necklin soft next skin raglan sleev underarm panel merg way pack strap cap sleev provid unrestrict movement optim sun coverag flatter fit flatrib panelpiec arm side except breathabl fast dri elimin armpit seam chafe fabric oz polyest recycl gladiodor natur odor control garment recycl common thread recycl program weight g oz made mexico')",0.7749477360914899
"(360, 76)","('ss rashguard upf fabric shortsleev rashguard keep sun sizzl skin made durabl protect blend allrecycl polyest spandex seamless underarm gusset chafefre construct drawstr loop front secur board short detail recycl polyest rashguard upf sun protect mock turtleneck protect neck sun roll shield wetsuit zipper seamless underarm gusset flatseam construct avoid chafe selfloop front hem secur board short flyingfish graphic fog fabric oz allrecycl polyest spandex weight g oz made usa', 'ls rashguard upf fabric longsleev rashguard keep sun sizzl skin made durabl protect blend allrecycl polyest spandex seamless underarm gusset chafefre construct drawstr loop front secur board short detail recycl polyest rashguard upf sun protect mock turtleneck protect neck sun roll shield wetsuit zipper seamless underarm gusset flatseam construct avoid chafe selfloop front hem secur board short flyingfish graphic fog fabric oz allrecycl polyest spandex weight g oz made usa')",0.9267816369933656
"(363, 209)","('nine trail vest simplic action vest protect core move breath weigh near noth lightweight windresist denier nylon treat delug dwr durabl water repel finish shed light rain except breathabl stretchwoven back panel allrecycl polyest spandex vent excess heat highris tricotlin neck provid tight seal armhol hem elast bind reflect heattransf logo front back reflect centerback zipper pocket keep visibl detail light slight transpar tough tripleripstop nylon soft shell torso shoulder breathabl recycl polyest stretchwoven fabric back vest treat delug dwr durabl water repel finish weather protect elast bind armhol hem good fit centerback reflect zipper pocket reflect heattransf logo front back worn baselay light midlay fabric bodi oz denier nylon denier tripleripstop yarn back panel oz denier stretch woven allrecycl polyest spandex vest delug dwr finish weight g oz made vietnam', 'nine trail vest simplic action vest protect core move breath weigh near noth lightweight windresist denier nylon treat delug dwr durabl water repel finish shed light rain except breathabl stretchwoven back panel allrecycl polyest spandex vent excess heat highris tricotlin neck provid tight seal armhol hem elast bind reflect heattransf logo front back reflect centerback zipper pocket keep visibl detail light slight transpar tough tripleripstop nylon soft shell torso shoulder breathabl recycl polyest stretchwoven fabric back vest treat delug dwr durabl water repel finish weather protect elast bind armhol hem good fit reflect zipper pocket back reflect heattransf logo front back worn baselay light midlay fabric bodi oz denier nylon denier tripleripstop yarn back panel oz denier stretch woven allrecycl polyest spandex vest delug dwr finish weight g oz made vietnam')",1.0000000000000002
"(366, 152)","('watermast wader reg blackberri barbwir basaltth fact ask lot wader import keep us dri sort abus new version watermast wader accomplish number front first proprietari waterproofbreath polyest microfib fabric packag hno hydrostorm barrier quantit punctur resist competit wet wet whether come insid use lighter breathabl fabric top tougher version final overlook innov intern suspens system make easier ever uhreliev without take jacket vest someth consid drive rainstorm add incred dri durabl lightweight pair wader word watermast field repair kit includ detail polyest microfib shell proprietari waterproofbreath hno hydrostorm barrier delug dwr durabl water repel finish insid zipper main pocket piggyback mesh pocket intern keytool loop flip quick access uniqu waistmount suspend allow easi convers chest waist height tpu post slot design front back suspend offer secur wade deep roll waist high comfort anatom curv knee modifi yjoint crotch insid leg seam posit away wear zone specif design left right leg booti builtin heavyweight reinforc fabric gravel guard abras resist scuff zone gripper elast gravel guard cuff conceal stainless steel lock boot hook secur cuff boot avoid line catch stretch wade belt quickreleas duraflex stealthv buckl provid smooth function easi adjust fit field repair kit includ fabric upper layer oz polyest microfib twill shell proprietari waterproof breathabl hno hydrostorm barrier delug dwr durabl water repel finish lower torso leg layer oz polyest microfib reinforc fabric proprietari hno hydrostorm barrier delug dwr finish gravel guard oz polyest microfib delug dwr finish booti mm neopren abrasionresist fabric sole weight g oz made china', 'watermast wader long blackberri barbwir basaltth fact ask lot wader import keep us dri sort abus new version watermast wader accomplish number front first proprietari waterproofbreath polyest microfib fabric packag hno hydrostorm barrier quantit punctur resist competit wet wet whether come insid use lighter breathabl fabric top tougher version final overlook innov intern suspens system make easier ever uhreliev without take jacket vest someth consid drive rainstorm add incred dri durabl lightweight pair wader word watermast field repair kit includ detail polyest microfib shell proprietari waterproofbreath hno hydrostorm barrier delug dwr durabl water repel finish insid zipper main pocket piggyback mesh pocket intern keytool loop flip quick access uniqu waistmount suspend allow easi convers chest waist height tpu post slot design front back suspend offer secur wade deep roll waist high comfort anatom curv knee modifi yjoint crotch insid leg seam posit away wear zone specif design left right leg booti builtin heavyweight reinforc fabric gravel guard abras resist scuff zone gripper elast gravel guard cuff conceal stainless steel lock boot hook secur cuff boot avoid line catch stretch wade belt quickreleas duraflex stealthv buckl provid smooth function easi adjust fit field repair kit includ fabric upper layer oz polyest microfib twill shell proprietari waterproof breathabl hno hydrostorm barrier delug dwr durabl water repel finish lower torso leg layer oz polyest microfib reinforc fabric proprietari hno hydrostorm barrier delug dwr finish gravel guard oz polyest microfib delug dwr finish booti mm neopren abrasionresist fabric sole weight g oz made china')",0.9942482079297724
"(366, 153)","('watermast wader reg blackberri barbwir basaltth fact ask lot wader import keep us dri sort abus new version watermast wader accomplish number front first proprietari waterproofbreath polyest microfib fabric packag hno hydrostorm barrier quantit punctur resist competit wet wet whether come insid use lighter breathabl fabric top tougher version final overlook innov intern suspens system make easier ever uhreliev without take jacket vest someth consid drive rainstorm add incred dri durabl lightweight pair wader word watermast field repair kit includ detail polyest microfib shell proprietari waterproofbreath hno hydrostorm barrier delug dwr durabl water repel finish insid zipper main pocket piggyback mesh pocket intern keytool loop flip quick access uniqu waistmount suspend allow easi convers chest waist height tpu post slot design front back suspend offer secur wade deep roll waist high comfort anatom curv knee modifi yjoint crotch insid leg seam posit away wear zone specif design left right leg booti builtin heavyweight reinforc fabric gravel guard abras resist scuff zone gripper elast gravel guard cuff conceal stainless steel lock boot hook secur cuff boot avoid line catch stretch wade belt quickreleas duraflex stealthv buckl provid smooth function easi adjust fit field repair kit includ fabric upper layer oz polyest microfib twill shell proprietari waterproof breathabl hno hydrostorm barrier delug dwr durabl water repel finish lower torso leg layer oz polyest microfib reinforc fabric proprietari hno hydrostorm barrier delug dwr finish gravel guard oz polyest microfib delug dwr finish booti mm neopren abrasionresist fabric sole weight g oz made china', 'watermast wader short blackberri barbwir basaltth fact ask lot wader import keep us dri sort abus new version watermast wader accomplish number front first proprietari waterproofbreath polyest microfib fabric packag hno hydrostorm barrier quantit punctur resist competit wet wet whether come insid use lighter breathabl fabric top tougher version final overlook innov intern suspens system make easier ever uhreliev without take jacket vest someth consid drive rainstorm add incred dri durabl lightweight pair wader word watermast field repair kit includ detail polyest microfib shell proprietari waterproofbreath hno hydrostorm barrier delug dwr durabl water repel finish insid zipper main pocket piggyback mesh pocket intern keytool loop flip quick access uniqu waistmount suspend allow easi convers chest waist height tpu post slot design front back suspend offer secur wade deep roll waist high comfort anatom curv knee modifi yjoint crotch insid leg seam posit away wear zone specif design left right leg booti builtin heavyweight reinforc fabric gravel guard abras resist scuff zone gripper elast gravel guard cuff conceal stainless steel lock boot hook secur cuff boot avoid line catch stretch wade belt quickreleas duraflex stealthv buckl provid smooth function easi adjust fit field repair kit includ fabric upper layer oz polyest microfib twill shell proprietari waterproof breathabl hno hydrostorm barrier delug dwr durabl water repel finish lower torso leg layer oz polyest microfib reinforc fabric proprietari hno hydrostorm barrier delug dwr finish gravel guard oz polyest microfib delug dwr finish booti mm neopren abrasionresist fabric sole weight g oz made china')",0.9947014595593008
